Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Type,Transaction_Location,Transaction_Time,Device_Used,Account_Age,Credit_Score,Previous_Fraud,Is_Fraud
T643,C3482,442.38,Deposit,"Lake Michaelastad, Chile",2025-01-14 04:23:15,ATM,6,612,0,1
T644,C7707,549.33,Online Payment,"Andreastad, Hong Kong",2025-01-04 00:32:38,Mobile,8,671,1,0
T645,C5188,1721.19,Transfer,"Lake Donna, Burkina Faso",2025-02-07 03:09:10,Mobile,18,427,0,0
T646,C1616,3216.44,Withdrawal,"Jeffreyburgh, Yemen",2025-01-05 08:37:57,ATM,11,416,1,0
T647,C3513,8673.32,Online Payment,"Lynnmouth, British Virgin Islands",2025-02-08 01:13:58,ATM,11,669,0,0
T648,C3338,7666.54,Transfer,"North Elizabeth, Sierra Leone",2025-02-09 23:23:07,Web,19,427,1,1
T649,C3458,5196.35,Withdrawal,"East Kristina, Lao People's Democratic Republic",2025-01-22 15:18:41,Mobile,18,673,1,1
T650,C4201,3223.91,Deposit,"Kimberlymouth, Nigeria",2025-01-02 21:59:40,ATM,15,614,0,0
T651,C2791,6667.88,Deposit,"Williamsland, Serbia",2025-02-06 21:41:02,Web,13,309,0,0
T652,C8726,796.85,Online Payment,"Toddville, Hungary",2025-02-06 23:09:05,ATM,4,830,0,0
T653,C5840,3067.4,Deposit,"Port Lisa, San Marino",2025-01-10 22:58:46,POS Terminal,18,636,1,0
T654,C6170,3358.54,Online Payment,"Franklinview, South Africa",2025-01-26 00:05:15,Mobile,15,686,1,0
T655,C9935,5087.32,Online Payment,"West Robertside, Lebanon",2025-01-11 19:08:52,POS Terminal,20,507,1,1
T656,C9405,44.16,Transfer,"Lechester, Myanmar",2025-01-19 07:52:35,POS Terminal,6,470,1,0
T657,C4012,3773.86,Online Payment,"Lake Andrew, Spain",2025-02-01 12:02:42,Mobile,19,497,1,0
T658,C8373,3273.54,Online Payment,"North Andrewberg, Vanuatu",2025-01-15 20:36:33,Web,19,581,0,0
T659,C5171,3991.02,Transfer,"Port Chad, Portugal",2025-01-02 12:10:47,ATM,11,560,0,0
T660,C5543,9892.06,Deposit,"East Denise, Montserrat",2025-01-21 15:35:42,POS Terminal,2,767,0,0
T661,C3610,6089.36,Transfer,"Davidview, Togo",2025-02-04 05:56:26,POS Terminal,1,801,1,0
T662,C2958,8993.64,Deposit,"Lake Mollyberg, Martinique",2025-01-21 02:51:46,Mobile,9,427,1,0
T663,C2967,3802.9,Transfer,"Port Brittney, Norway",2025-02-12 06:30:26,Web,5,617,1,0
T664,C2580,1947.46,Transfer,"Marshshire, Colombia",2025-01-08 09:55:51,POS Terminal,2,336,0,0
T665,C6755,6904.94,Deposit,"West Isabellahaven, Benin",2025-02-02 16:45:45,Mobile,17,459,1,0
T666,C6990,8066.91,Online Payment,"Thomaschester, French Southern Territories",2025-02-15 08:43:18,POS Terminal,6,648,0,0
T667,C4633,6747.74,Withdrawal,"Annbury, Bosnia and Herzegovina",2025-01-17 09:22:45,Web,2,496,1,0
T668,C5006,9513.26,Withdrawal,"Jennifertown, Peru",2025-02-02 19:59:03,Web,3,563,0,0
T669,C1886,9885.58,Deposit,"North Robertmouth, Micronesia",2025-01-18 21:09:33,ATM,14,521,0,0
T670,C9434,5988.73,Online Payment,"Smithmouth, Zimbabwe",2025-01-16 00:02:54,POS Terminal,18,603,0,0
T671,C1291,1979.89,Online Payment,"Anastad, French Southern Territories",2025-01-02 15:42:03,POS Terminal,11,471,1,0
T672,C3087,877.72,Transfer,"East Ronniemouth, Bhutan",2025-01-16 15:00:09,ATM,18,545,1,0
T673,C9669,820.01,Transfer,"Lake Robert, Micronesia",2025-02-08 04:45:27,Mobile,8,647,1,0
T674,C2468,8254.41,Online Payment,"Johnchester, Nigeria",2025-02-09 18:59:24,POS Terminal,2,341,0,0
T675,C8051,3353.66,Transfer,"Robertshaven, Indonesia",2025-02-06 22:15:30,POS Terminal,15,598,1,0
T676,C9136,5544.01,Withdrawal,"New Ryanfurt, Romania",2025-01-24 22:31:52,POS Terminal,18,408,1,0
T677,C9237,7721.02,Transfer,"Smithville, France",2025-01-25 10:42:54,Web,4,418,0,0
T678,C9082,3594.97,Online Payment,"Robertton, Macao",2025-02-13 00:54:35,ATM,15,434,1,1
T679,C1777,5778.78,Withdrawal,"East Richardberg, Gibraltar",2025-02-13 07:36:14,Mobile,4,367,1,0
T680,C2063,631.39,Transfer,"New Diana, Macao",2025-01-26 20:33:47,POS Terminal,12,389,1,0
T681,C5760,2575.12,Deposit,"Cindytown, Jordan",2025-02-11 14:18:41,ATM,12,746,0,0
T682,C8039,2994.94,Transfer,"New Gregoryville, South Africa",2025-01-20 00:03:31,POS Terminal,16,827,1,0
T683,C2770,6424.86,Transfer,"Mitchellport, Jamaica",2025-01-22 06:29:21,Web,15,389,0,0
T684,C3835,2765.05,Transfer,"North Shannon, Norway",2025-01-19 23:19:26,Web,3,477,0,0
T685,C8869,365.06,Online Payment,"Timothyfort, Grenada",2025-02-15 13:19:14,Mobile,14,604,0,0
T686,C8325,7013.11,Online Payment,"West Lisaberg, Christmas Island",2025-01-17 23:09:14,POS Terminal,1,422,1,1
T687,C3214,7201.32,Online Payment,"New Patricialand, Central African Republic",2025-01-15 10:10:21,Web,11,790,0,0
T688,C4925,2710.9,Transfer,"East Alexis, Cayman Islands",2025-01-12 09:16:00,Web,14,782,1,0
T689,C2710,5134.45,Transfer,"North Harrymouth, Montserrat",2025-01-29 05:52:42,Web,7,693,1,1
T690,C6713,1449.63,Withdrawal,"West Patrickchester, Namibia",2025-01-10 04:45:40,POS Terminal,17,437,0,0
T691,C3919,9557.7,Transfer,"West Colton, Lithuania",2025-01-15 11:35:10,Mobile,4,645,1,1
T692,C9168,9296.13,Deposit,"Port Hannahmouth, British Indian Ocean Territory (Chagos Archipelago)",2025-02-15 16:46:13,Mobile,6,428,1,1
T693,C8389,7493.92,Online Payment,"Josephside, Uruguay",2025-01-20 10:13:59,ATM,4,778,0,0
T694,C4496,8238.59,Withdrawal,"North Brianville, Turkmenistan",2025-01-23 13:43:11,ATM,16,718,1,1
T695,C2421,4225.64,Online Payment,"West Lisa, Romania",2025-02-12 10:29:51,Web,16,801,0,0
T696,C3847,9296.67,Online Payment,"Port James, Kazakhstan",2025-01-23 06:33:01,ATM,12,521,1,0
T697,C7357,2527.82,Online Payment,"Reginaborough, Faroe Islands",2025-01-07 22:49:58,ATM,9,715,1,0
T698,C4322,1513.45,Online Payment,"Lake Eric, Western Sahara",2025-02-07 06:58:54,ATM,17,532,0,0
T699,C7811,2147.85,Deposit,"Martinhaven, Rwanda",2025-01-20 10:26:24,POS Terminal,6,543,0,0
T700,C1145,4601.0,Online Payment,"Ryanborough, Mauritius",2025-02-01 09:49:45,Mobile,11,670,0,0
T701,C6433,1980.06,Deposit,"West Stephanie, Guinea",2025-02-04 00:18:31,Mobile,3,552,1,0
T702,C3146,9350.94,Transfer,"West Tina, Azerbaijan",2025-01-27 14:06:44,Web,11,682,0,0
T703,C3243,8867.04,Withdrawal,"Juanland, Korea",2025-01-31 10:08:49,Mobile,2,744,0,0
T704,C5307,2859.05,Online Payment,"North Justin, Northern Mariana Islands",2025-01-20 06:10:42,POS Terminal,4,848,0,0
T705,C6399,3833.62,Online Payment,"North Jimmy, Armenia",2025-02-11 13:17:41,Web,11,538,1,0
T706,C8626,4074.9,Withdrawal,"New Erin, Luxembourg",2025-02-10 06:12:54,POS Terminal,20,355,1,1
T707,C4674,7862.0,Withdrawal,"West Jodiside, Suriname",2025-01-17 09:37:46,Web,17,847,0,0
T708,C4639,8634.22,Deposit,"East Sarahberg, Guernsey",2025-01-17 02:46:10,POS Terminal,2,818,1,1
T709,C2841,5315.16,Online Payment,"New Sandratown, Kyrgyz Republic",2025-01-09 18:40:25,Mobile,5,821,1,1
T710,C5739,8558.07,Withdrawal,"Fisherton, Trinidad and Tobago",2025-01-10 16:42:28,ATM,19,300,0,1
T711,C9538,4727.65,Withdrawal,"Lawsonstad, Liberia",2025-01-16 16:09:49,Mobile,19,439,1,0
T712,C7628,1039.47,Deposit,"Campbellfort, Reunion",2025-01-28 14:40:33,ATM,4,611,0,0
T713,C7107,9851.7,Online Payment,"Hugheston, Czech Republic",2025-01-18 12:15:17,ATM,13,615,0,0
T714,C9667,7133.25,Deposit,"North Stephen, Kazakhstan",2025-01-26 17:12:03,POS Terminal,17,514,0,0
T715,C4369,8671.71,Withdrawal,"Matthewmouth, Cuba",2025-01-18 21:47:29,ATM,11,610,1,1
T716,C9367,1088.19,Transfer,"Gravesmouth, Kenya",2025-01-14 14:40:40,POS Terminal,10,824,0,0
T717,C2850,8576.85,Transfer,"Johnmouth, Bouvet Island (Bouvetoya)",2025-02-09 18:44:06,Mobile,4,303,0,1
T718,C9538,9316.48,Online Payment,"North Timothy, Argentina",2025-01-07 08:35:27,POS Terminal,14,536,0,0
T719,C6315,2110.75,Online Payment,"New Gregory, Isle of Man",2025-01-19 19:49:05,Mobile,18,342,0,0
T720,C6041,3211.02,Deposit,"North Judithton, Micronesia",2025-01-13 09:56:03,Mobile,19,470,1,1
T721,C6853,644.95,Withdrawal,"Tiffanystad, Sweden",2025-02-05 15:21:24,ATM,20,384,0,0
T722,C9460,2992.92,Transfer,"Brandyview, Nepal",2025-02-07 07:32:42,ATM,19,765,0,0
T723,C9195,4707.23,Deposit,"East Andreastad, Lao People's Democratic Republic",2025-02-14 14:38:25,Web,1,845,0,0
T724,C6826,2344.14,Withdrawal,"Ramirezport, Jersey",2025-02-03 00:41:46,Mobile,10,726,0,0
T725,C7871,2947.17,Transfer,"Lindamouth, Thailand",2025-01-02 20:01:39,Web,1,639,0,0
T726,C6246,8888.94,Transfer,"Kathystad, United Kingdom",2025-01-27 05:46:16,Web,19,514,0,0
T727,C6359,2079.91,Deposit,"Port Shawnside, Korea",2025-01-26 15:00:35,ATM,2,585,0,0
T728,C9692,9642.8,Transfer,"Bobbyland, Tanzania",2025-02-12 05:19:15,Mobile,20,487,0,0
T729,C5357,6600.93,Transfer,"Michelleshire, Luxembourg",2025-01-10 13:08:15,Web,12,361,1,1
T730,C8326,7369.32,Deposit,"Kruegerstad, Armenia",2025-02-06 06:24:17,Mobile,4,785,0,1
T731,C3033,9488.16,Deposit,"Port Blakeside, Barbados",2025-01-06 08:39:00,ATM,9,532,0,0
T732,C7251,1389.87,Deposit,"Moyerberg, Brazil",2025-02-12 21:07:50,POS Terminal,2,465,1,0
T733,C1520,207.37,Withdrawal,"Victormouth, Maldives",2025-02-10 21:29:24,Mobile,15,624,0,0
T734,C7111,4426.37,Online Payment,"North Ashley, Turks and Caicos Islands",2025-01-31 04:56:25,POS Terminal,16,413,1,0
T735,C1534,114.81,Withdrawal,"South Troy, Italy",2025-01-16 15:19:29,POS Terminal,9,381,1,1
T736,C6944,9804.29,Deposit,"West Carrie, Armenia",2025-01-01 08:51:22,Mobile,13,550,0,1
T737,C1608,7174.59,Deposit,"Wellsmouth, Cyprus",2025-02-01 18:36:47,Mobile,7,830,1,1
T738,C4495,9032.9,Transfer,"Parkerview, Mali",2025-01-26 08:36:36,ATM,9,659,1,0
T739,C9253,6093.96,Deposit,"Sanchezberg, Morocco",2025-01-08 12:36:26,POS Terminal,5,693,1,1
T740,C7548,4531.9,Withdrawal,"Owentown, South Africa",2025-01-26 02:54:32,POS Terminal,3,539,0,0
T741,C1224,5758.79,Deposit,"South Brittany, Taiwan",2025-02-09 19:44:30,Mobile,2,815,1,1
T742,C7211,9852.25,Transfer,"East Michelle, Pitcairn Islands",2025-01-02 14:58:07,ATM,12,386,0,0
T743,C4379,1144.9,Online Payment,"Port Kimberly, Fiji",2025-01-28 15:39:21,ATM,3,542,1,0
T744,C6238,8176.53,Withdrawal,"South Dakota, El Salvador",2025-01-06 17:23:31,POS Terminal,9,397,1,1
T745,C8307,7964.19,Online Payment,"Lake Sierra, Guinea",2025-01-22 03:52:09,Web,14,744,1,1
T746,C1665,6928.03,Transfer,"East Tina, Algeria",2025-01-17 19:33:40,POS Terminal,16,485,0,0
T747,C8925,5546.08,Deposit,"North Jennifer, Cyprus",2025-02-09 15:25:52,ATM,18,784,1,1
T748,C1947,5090.24,Online Payment,"North Williamborough, Guernsey",2025-02-09 01:55:27,Mobile,13,640,1,1
T749,C4321,4977.51,Withdrawal,"North Danielshire, San Marino",2025-01-13 00:37:39,Web,11,722,0,0
T750,C1068,5160.08,Withdrawal,"Lake David, Central African Republic",2025-02-15 11:33:54,Mobile,14,492,0,0
T751,C6522,9082.41,Withdrawal,"Lake Jasonview, Christmas Island",2025-01-19 06:31:04,Web,12,831,1,1
T752,C2403,3887.3,Transfer,"Port Patrickmouth, Argentina",2025-01-20 16:21:31,POS Terminal,18,473,0,0
T753,C7354,8589.86,Online Payment,"New Max, United Arab Emirates",2025-01-22 02:37:13,POS Terminal,1,590,1,0
T754,C5540,1906.76,Online Payment,"Port Jasmine, Bahrain",2025-01-31 09:22:24,Web,2,425,0,1
T755,C8774,2246.8,Transfer,"Gonzalezchester, Uruguay",2025-02-01 05:54:07,ATM,1,525,1,0
T756,C9354,9594.36,Withdrawal,"New Veronicaview, Denmark",2025-01-28 17:47:03,Mobile,13,312,1,0
T757,C1395,3160.26,Online Payment,"South Williamchester, Equatorial Guinea",2025-01-18 19:36:30,Mobile,8,716,1,1
T758,C8915,108.72,Transfer,"West Christine, Korea",2025-01-23 12:33:45,POS Terminal,5,463,1,0
T759,C3065,7227.96,Online Payment,"Jenniferhaven, Sudan",2025-01-12 15:19:40,Mobile,6,773,1,0
T760,C7579,9692.42,Deposit,"Port Marissa, Heard Island and McDonald Islands",2025-02-05 19:57:53,Web,1,643,1,0
T761,C8576,7823.91,Online Payment,"South Kimberlyhaven, Algeria",2025-01-17 19:39:05,POS Terminal,14,786,1,1
T762,C8858,8796.53,Online Payment,"Lake Christopherville, Moldova",2025-01-02 11:26:40,Web,18,438,1,1
T763,C3980,329.3,Online Payment,"Ramseyberg, Afghanistan",2025-02-05 00:33:01,POS Terminal,19,841,0,1
T764,C4414,130.93,Online Payment,"Port Lindaburgh, Spain",2025-01-15 03:42:28,ATM,4,759,0,0
T765,C8220,9818.64,Deposit,"Michaelside, Jordan",2025-01-23 23:07:03,Mobile,9,723,0,0
T766,C5561,3318.99,Transfer,"Jennifertown, Turks and Caicos Islands",2025-01-29 09:19:39,ATM,19,326,0,1
T767,C8735,6017.36,Online Payment,"Jeremyton, Syrian Arab Republic",2025-01-09 11:14:21,Mobile,10,502,1,0
T768,C2353,4395.79,Online Payment,"Lake Donaldchester, Mali",2025-01-06 10:32:29,Mobile,11,432,1,1
T769,C6922,3718.9,Transfer,"North Harry, Cocos (Keeling) Islands",2025-01-16 02:00:08,POS Terminal,2,521,1,0
T770,C1360,2129.87,Withdrawal,"East Annport, South Georgia and the South Sandwich Islands",2025-01-02 20:25:48,POS Terminal,12,512,1,1
T771,C1502,3152.57,Withdrawal,"New Josephview, Moldova",2025-01-27 04:35:46,ATM,15,699,1,0
T772,C7740,4923.86,Online Payment,"Judithland, Bulgaria",2025-02-01 13:14:17,Mobile,18,658,0,0
T773,C1983,2221.34,Deposit,"New Christinashire, Portugal",2025-01-29 04:38:28,Mobile,4,742,0,0
T774,C9808,9477.19,Deposit,"East Morganshire, Guyana",2025-01-06 00:13:27,Mobile,16,692,0,0
T775,C1389,3492.08,Withdrawal,"Santostown, Palau",2025-01-11 07:29:36,Web,6,792,0,0
T776,C1301,6380.0,Transfer,"Port Jodi, Panama",2025-02-05 06:07:26,POS Terminal,12,586,0,0
T777,C9108,6854.56,Transfer,"Rodriguezland, Vietnam",2025-01-16 05:02:45,POS Terminal,8,784,1,1
T778,C9612,2048.47,Online Payment,"West Amanda, Egypt",2025-01-21 21:03:18,Mobile,12,530,0,1
T779,C3882,4476.92,Withdrawal,"South Cynthia, Luxembourg",2025-01-30 08:34:46,Web,18,516,1,0
T780,C9367,3276.35,Online Payment,"Nealtown, Samoa",2025-01-30 21:35:51,ATM,14,484,1,0
T781,C9537,2643.84,Transfer,"New Rebecca, Turkey",2025-02-04 14:35:14,Web,12,624,1,0
T782,C8836,4777.18,Online Payment,"Louismouth, Tonga",2025-01-19 23:57:15,Web,19,533,1,0
T783,C2494,4668.42,Online Payment,"West Stephen, Greece",2025-02-05 01:30:47,ATM,3,456,0,0
T784,C4938,397.25,Withdrawal,"Hendersonport, Bhutan",2025-02-08 14:32:32,Mobile,6,381,0,0
T785,C2570,6359.1,Deposit,"Fisherbury, Bolivia",2025-02-11 20:16:46,ATM,13,309,1,1
T786,C4236,9111.58,Online Payment,"Bairdmouth, Germany",2025-01-28 06:46:31,Mobile,11,378,1,0
T787,C5854,2904.71,Transfer,"South Stephanie, Puerto Rico",2025-02-13 03:18:56,POS Terminal,18,834,0,0
T788,C6952,1153.8,Transfer,"East Elizabethfurt, Iran",2025-01-13 22:25:18,Web,15,583,1,0
T789,C3038,9044.71,Withdrawal,"Frostfort, Sweden",2025-02-04 09:19:17,ATM,15,850,1,0
T790,C2076,9910.38,Deposit,"North Andrewmouth, Finland",2025-02-08 19:09:31,ATM,9,448,0,0
T791,C4863,1622.72,Online Payment,"Gouldfort, Bulgaria",2025-01-23 06:56:50,POS Terminal,18,456,1,0
T792,C5260,6314.78,Withdrawal,"Lake Jennifertown, Burundi",2025-01-20 21:22:29,POS Terminal,12,771,0,1
T793,C7032,3283.38,Online Payment,"West Terri, Benin",2025-01-22 03:07:39,POS Terminal,11,805,1,1
T794,C1142,5308.56,Online Payment,"Charlesshire, Reunion",2025-02-09 10:45:23,Web,9,814,1,0
T795,C7300,8704.27,Online Payment,"Jimenezland, Hong Kong",2025-01-03 01:00:37,POS Terminal,15,694,1,1
T796,C9503,5165.62,Withdrawal,"Port Melissa, Cameroon",2025-01-28 20:34:15,Mobile,6,545,1,0
T797,C8501,7825.86,Deposit,"Janeshire, Estonia",2025-01-21 14:09:45,POS Terminal,1,751,0,1
T798,C2425,3370.99,Deposit,"Lake Phillip, Kyrgyz Republic",2025-02-16 00:28:21,POS Terminal,20,702,0,0
T799,C8508,7465.75,Withdrawal,"Lesliemouth, Guyana",2025-01-17 16:06:49,POS Terminal,18,696,1,0
T800,C6733,429.93,Withdrawal,"East Anthony, Belarus",2025-01-31 08:31:28,POS Terminal,3,376,0,0
T801,C1172,3115.6,Withdrawal,"Anthonyhaven, Panama",2025-01-23 02:08:02,Web,11,352,0,0
T802,C6922,5292.65,Transfer,"Troyland, Swaziland",2025-01-11 20:16:42,POS Terminal,13,583,1,1
T803,C4733,1476.02,Transfer,"Lake Joshua, Serbia",2025-01-17 16:59:04,POS Terminal,4,486,0,0
T804,C1600,9283.37,Online Payment,"New Michelleborough, Palau",2025-01-01 10:18:04,POS Terminal,18,324,0,0
T805,C8660,8450.6,Online Payment,"Lake Scottborough, Anguilla",2025-02-05 03:00:32,Web,12,733,0,0
T806,C7223,2848.43,Deposit,"East Cathy, Slovenia",2025-02-13 12:34:00,Web,16,512,1,0
T807,C3880,533.41,Withdrawal,"Terrellport, Aruba",2025-02-02 04:17:58,POS Terminal,4,848,0,0
T808,C1237,5373.83,Online Payment,"Burnsborough, Greece",2025-01-03 02:59:09,Mobile,4,610,1,1
T809,C7499,9981.89,Online Payment,"Samanthastad, Trinidad and Tobago",2025-01-24 02:24:13,Mobile,19,590,0,0
T810,C2667,1961.21,Transfer,"Port Joshua, Papua New Guinea",2025-02-12 21:40:18,Mobile,10,757,0,0
T811,C8838,8466.39,Online Payment,"Patriciaport, Cambodia",2025-02-02 08:43:25,POS Terminal,19,663,0,0
T812,C8958,3762.43,Deposit,"South Nicoleport, Georgia",2025-01-14 11:45:05,POS Terminal,9,542,0,0
T813,C4751,5968.57,Deposit,"Anitaport, Lao People's Democratic Republic",2025-01-15 11:47:35,POS Terminal,13,645,1,0
T814,C1200,5275.36,Deposit,"Paulhaven, Angola",2025-02-04 10:43:28,ATM,5,517,1,0
T815,C3810,4758.92,Withdrawal,"Aguilarbury, Reunion",2025-01-25 17:48:47,Mobile,12,420,0,0
T816,C5352,9529.64,Withdrawal,"Lake Brian, India",2025-01-30 21:33:29,Web,18,412,0,0
T817,C4348,9502.69,Transfer,"Collinsfurt, New Caledonia",2025-01-28 02:12:01,Mobile,12,826,0,0
T818,C7550,5630.85,Deposit,"Katherinechester, Tokelau",2025-01-09 05:35:57,Mobile,10,586,1,1
T819,C4750,1922.64,Transfer,"North Andrew, Brunei Darussalam",2025-02-14 06:15:56,Web,7,736,1,1
T820,C1270,6655.7,Withdrawal,"East Michael, Saint Martin",2025-02-14 00:18:49,POS Terminal,18,761,1,0
T821,C8990,2778.56,Deposit,"Carriefurt, Greenland",2025-02-13 23:24:05,ATM,10,840,0,0
T822,C3105,1855.44,Transfer,"West Lisa, Croatia",2025-01-04 16:39:03,Mobile,4,595,0,0
T823,C9552,3811.63,Deposit,"West John, Antigua and Barbuda",2025-01-15 09:49:18,POS Terminal,16,716,1,0
T824,C6490,5583.03,Deposit,"West Regina, Latvia",2025-01-20 22:06:35,Web,10,721,0,1
T825,C3193,1211.06,Deposit,"Emilyborough, Malawi",2025-01-17 00:40:21,POS Terminal,8,437,0,0
T826,C6469,2921.67,Withdrawal,"Jacquelinefurt, Antarctica (the territory South of 60 deg S)",2025-02-11 15:32:38,ATM,5,800,0,0
T827,C5377,2007.03,Online Payment,"New Melodyburgh, Sao Tome and Principe",2025-01-29 13:49:02,Mobile,5,319,0,0
T828,C6216,509.15,Online Payment,"North Lucas, Ireland",2025-01-21 03:07:38,ATM,16,392,1,1
T829,C9785,1228.4,Online Payment,"Taylorborough, Romania",2025-02-15 20:20:23,Mobile,2,352,0,0
T830,C6621,7192.35,Online Payment,"Brettport, Dominican Republic",2025-01-14 18:01:41,POS Terminal,4,481,0,0
T831,C4571,5381.35,Online Payment,"North Joseburgh, Luxembourg",2025-01-19 12:52:44,ATM,10,493,0,0
T832,C5903,6781.14,Deposit,"West Kerry, Czech Republic",2025-01-29 23:33:44,ATM,19,550,0,0
T833,C4348,265.73,Deposit,"Marymouth, Fiji",2025-02-09 05:03:35,ATM,2,350,1,0
T834,C3736,8223.05,Online Payment,"South Lisaside, Bahrain",2025-02-15 16:50:31,POS Terminal,10,774,0,0
T835,C5911,8370.56,Online Payment,"Zavalamouth, Comoros",2025-01-20 09:42:43,POS Terminal,8,702,0,1
T836,C4703,7280.43,Deposit,"Brendantown, Israel",2025-01-29 07:36:46,ATM,20,616,0,0
T837,C4236,2839.17,Transfer,"West Susan, Kuwait",2025-01-14 03:42:08,ATM,20,305,1,1
T838,C3504,1166.62,Online Payment,"Karenmouth, Grenada",2025-01-18 04:04:08,POS Terminal,2,353,0,0
T839,C7306,2691.83,Transfer,"Chadton, Sweden",2025-02-07 09:03:56,Web,12,809,0,0
T840,C9138,6581.74,Transfer,"Hayesmouth, Algeria",2025-01-31 10:30:22,POS Terminal,15,796,1,0
T841,C7739,2865.86,Online Payment,"North Steven, Hungary",2025-02-13 21:28:23,Mobile,20,391,1,0
T842,C1540,9023.16,Online Payment,"Port Elizabethbury, Rwanda",2025-01-02 17:06:08,Mobile,15,616,0,0
T843,C9363,8332.61,Withdrawal,"Jasonberg, Antigua and Barbuda",2025-01-06 01:44:54,Mobile,11,831,1,0
T844,C9887,9831.59,Transfer,"Jonesville, Paraguay",2025-01-22 00:57:02,Mobile,15,557,1,1
T845,C2749,3552.77,Transfer,"Port Kathleen, Qatar",2025-01-03 12:05:02,POS Terminal,6,424,1,1
T846,C1515,369.39,Deposit,"South Melinda, Libyan Arab Jamahiriya",2025-01-09 14:12:23,ATM,17,646,1,0
T847,C3151,29.39,Withdrawal,"Port Angela, Korea",2025-01-22 03:50:39,Web,20,447,0,0
T848,C1593,3991.48,Deposit,"Morenoburgh, Sweden",2025-02-15 21:16:42,Mobile,11,511,1,1
T849,C9506,4458.42,Online Payment,"New Coreystad, Slovenia",2025-02-03 02:40:51,ATM,7,773,0,0
T850,C7105,71.59,Transfer,"North Alexanderborough, Kenya",2025-01-07 16:07:52,Web,9,519,0,0
T851,C4974,445.13,Online Payment,"Dayside, Wallis and Futuna",2025-01-03 21:26:33,ATM,7,680,0,0
T852,C2423,80.36,Transfer,"Johnborough, Greenland",2025-01-30 16:36:48,Mobile,8,715,0,0
T853,C4617,9394.72,Online Payment,"Sarahland, Colombia",2025-02-02 21:18:29,Mobile,19,849,1,1
T854,C1778,3342.26,Online Payment,"Teresaland, Germany",2025-01-12 04:22:46,ATM,10,624,1,0
T855,C7367,5669.76,Online Payment,"East Theresa, Pakistan",2025-01-25 00:34:48,Web,18,773,1,0
T856,C4312,6049.83,Withdrawal,"Lake Brucestad, Cote d'Ivoire",2025-01-15 05:18:26,Web,8,599,0,0
T857,C2463,113.34,Withdrawal,"East Brandon, Yemen",2025-02-11 15:35:06,POS Terminal,13,441,0,0
T858,C6295,8742.05,Transfer,"Simonborough, Mauritius",2025-02-10 17:58:10,POS Terminal,7,715,1,1
T859,C8181,6100.13,Deposit,"Rosstown, American Samoa",2025-01-12 05:36:58,POS Terminal,15,760,1,1
T860,C5498,227.37,Deposit,"Riceshire, Cameroon",2025-01-16 16:12:29,ATM,6,688,1,1
T861,C2864,6880.95,Withdrawal,"East Andrewstad, Turks and Caicos Islands",2025-02-12 20:37:06,ATM,18,496,0,0
T862,C3379,3657.81,Transfer,"Lake Jason, Ukraine",2025-02-09 01:12:34,ATM,11,811,1,1
T863,C2230,9534.4,Withdrawal,"Lake Crystal, Cuba",2025-01-30 17:39:00,Mobile,8,334,1,1
T864,C7760,8682.6,Withdrawal,"North Stacyfurt, Nauru",2025-01-21 00:03:00,Mobile,9,686,0,0
T865,C1158,3238.99,Transfer,"East Jon, Vanuatu",2025-01-23 13:06:33,POS Terminal,18,407,0,0
T866,C5638,1625.04,Online Payment,"South Isaacstad, Luxembourg",2025-02-09 10:19:00,POS Terminal,1,647,1,0
T867,C6771,9879.81,Withdrawal,"New Joan, Palau",2025-02-05 23:25:17,ATM,14,518,0,1
T868,C2942,5758.02,Transfer,"Johnport, Malawi",2025-01-12 07:47:16,POS Terminal,13,330,0,1
T869,C7586,8720.99,Transfer,"West Randy, Malawi",2025-02-11 14:44:24,Web,1,601,1,0
T870,C1030,3766.42,Online Payment,"Jacobshaven, Yemen",2025-02-08 06:45:54,POS Terminal,19,433,1,0
T871,C6431,8338.64,Withdrawal,"Calderonhaven, Poland",2025-01-18 16:05:31,Web,17,356,0,0
T872,C6474,4250.24,Withdrawal,"Port Elizabeth, Germany",2025-01-25 07:06:09,ATM,6,674,0,0
T873,C7341,3666.72,Withdrawal,"Port Nicole, Bermuda",2025-01-08 12:50:15,POS Terminal,14,423,0,0
T874,C1375,2222.58,Withdrawal,"South Fernandoville, Indonesia",2025-01-27 14:42:35,Web,4,510,0,0
T875,C2735,8664.94,Online Payment,"South Antonio, Honduras",2025-02-12 22:06:27,Web,16,646,1,0
T876,C7657,862.66,Online Payment,"Antoniomouth, Japan",2025-01-21 14:15:25,Mobile,9,687,0,0
T877,C9392,981.32,Deposit,"Port Michaelfort, Turkmenistan",2025-01-02 03:43:45,POS Terminal,4,315,1,1
T878,C5662,2022.47,Transfer,"Robinsonbury, Serbia",2025-02-02 06:08:17,Mobile,16,623,0,0
T879,C9507,3190.64,Deposit,"East Michael, Kenya",2025-02-03 15:44:24,POS Terminal,6,642,0,0
T880,C1314,8140.38,Deposit,"Michaelport, Egypt",2025-01-14 08:38:52,POS Terminal,13,389,1,1
T881,C8598,7094.52,Online Payment,"Montoyaview, Russian Federation",2025-01-24 09:29:45,POS Terminal,14,607,1,0
T882,C1345,4289.87,Online Payment,"Colemanside, Angola",2025-02-09 02:12:37,ATM,3,492,0,0
